Date,Close,High,Low,Open,Volume,ret
2020-02-12,9613.2001953125,9613.2001953125,9613.2001953125,9613.2001953125,0,0.010016940806906183
2020-02-13,9595.7001953125,9595.7001953125,9595.7001953125,9595.7001953125,0,-0.0018204135609839467
2020-02-14,9623.580078125,9623.580078125,9623.580078125,9623.580078125,0,0.0029054558026020416
2020-02-18,9629.7998046875,9629.7998046875,9629.7998046875,9629.7998046875,0,0.0006463007022343703
2020-02-19,9718.73046875,9718.73046875,9718.73046875,9718.73046875,0,0.009234944221707675
2020-02-20,9627.830078125,9627.830078125,9627.830078125,9627.830078125,0,-0.009353113651755729
2020-02-21,9446.6904296875,9446.6904296875,9446.6904296875,9446.6904296875,0,-0.01881417172588662
2020-02-24,9079.6298828125,9079.6298828125,9079.6298828125,9079.6298828125,0,-0.03885599402320439
2020-02-25,8834.8701171875,8834.8701171875,8834.8701171875,8834.8701171875,0,-0.026957020141131993
2020-02-26,8873.759765625,8873.759765625,8873.759765625,8873.759765625,0,0.004401835898169448
2020-02-27,8436.669921875,8436.669921875,8436.669921875,8436.669921875,0,-0.04925644318693301
2020-02-28,8461.830078125,8461.830078125,8461.830078125,8461.830078125,0,0.002982237835898127
2020-03-02,8877.98046875,8877.98046875,8877.98046875,8877.98046875,0,0.04917971488234052
2020-03-03,8594.490234375,8594.490234375,8594.490234375,8594.490234375,0,-0.03193183803150612
2020-03-04,8949.2802734375,8949.2802734375,8949.2802734375,8949.2802734375,0,0.041281103286785026
2020-03-05,8671.66015625,8671.66015625,8671.66015625,8671.66015625,0,-0.03102150214375432
2020-03-09,7948.02978515625,7948.02978515625,7948.02978515625,7948.02978515625,0,-0.08344773181317555
2020-03-10,8372.26953125,8372.26953125,8372.26953125,8372.26953125,0,0.053376718200787376
2020-03-11,8006.1201171875,8006.1201171875,8006.1201171875,8006.1201171875,0,-0.04373359131545218
2020-03-12,7263.64990234375,7263.64990234375,7263.64990234375,7263.64990234375,0,-0.09273783105624644
2020-03-13,7995.259765625,7995.259765625,7995.259765625,7995.259765625,0,0.10072207128886856
2020-03-16,7020.3798828125,7020.3798828125,7020.3798828125,7020.3798828125,0,-0.121932233772306
2020-03-17,7473.9501953125,7473.9501953125,7473.9501953125,7473.9501953125,0,0.06460765942459101
2020-03-18,7175.18017578125,7175.18017578125,7175.18017578125,7175.18017578125,0,-0.039974847533588376
2020-03-19,7288.52001953125,7288.52001953125,7288.52001953125,7288.52001953125,0,0.015796097237050777
2020-03-20,6994.2900390625,6994.2900390625,6994.2900390625,6994.2900390625,0,-0.04036896100721321
2020-03-23,7006.919921875,7006.919921875,7006.919921875,7006.919921875,0,0.0018057419326282798
2020-03-24,7553.81982421875,7553.81982421875,7553.81982421875,7553.81982421875,0,0.07805139896581026
2020-03-25,7469.6201171875,7469.6201171875,7469.6201171875,7469.6201171875,0,-0.01114663957979145
2020-03-27,7588.3701171875,7588.3701171875,7588.3701171875,7588.3701171875,0,0.015897729487843293
2020-03-30,7889.009765625,7889.009765625,7889.009765625,7889.009765625,0,0.03961847455971568
2020-03-31,7813.5,7813.5,7813.5,7813.5,0,-0.00957151377274501
2020-04-01,7486.2900390625,7486.2900390625,7486.2900390625,7486.2900390625,0,-0.041877514678121175
2020-04-02,7635.66015625,7635.66015625,7635.66015625,7635.66015625,0,0.01995248867037014
2020-04-03,7528.10986328125,7528.10986328125,7528.10986328125,7528.10986328125,0,-0.014085264504696049
2020-04-06,8081.66015625,8081.66015625,8081.66015625,8081.66015625,0,0.07353111246007726
2020-04-07,8049.31005859375,8049.31005859375,8049.31005859375,8049.31005859375,0,-0.004002902501564876
2020-04-08,8229.5400390625,8229.5400390625,8229.5400390625,8229.5400390625,0,0.022390736492543084
2020-04-09,8238.5302734375,8238.5302734375,8238.5302734375,8238.5302734375,0,0.001092434611451809
2020-04-13,8332.740234375,8332.740234375,8332.740234375,8332.740234375,0,0.011435287340176403
2020-04-15,8591.9599609375,8591.9599609375,8591.9599609375,8591.9599609375,0,0.031108581243555644
2020-04-16,8757.830078125,8757.830078125,8757.830078125,8757.830078125,0,0.019305271200239726
2020-04-17,8832.41015625,8832.41015625,8832.41015625,8832.41015625,0,0.008515816984310254
2020-04-20,8726.509765625,8726.509765625,8726.509765625,8726.509765625,0,-0.011989976546782355
2020-04-21,8403.0,8403.0,8403.0,8403.0,0,-0.03707206825108389
2020-04-22,8664.6298828125,8664.6298828125,8664.6298828125,8664.6298828125,0,0.031135294872367103
2020-04-23,8641.5,8641.5,8641.5,8641.5,0,-0.002669459991404999
2020-04-24,8786.599609375,8786.599609375,8786.599609375,8786.599609375,0,0.016791021162414044
2020-04-27,8837.66015625,8837.66015625,8837.66015625,8837.66015625,0,0.0058111839784438235
2020-04-28,8677.599609375,8677.599609375,8677.599609375,8677.599609375,0,-0.01811119052386334
2020-04-29,8982.759765625,8982.759765625,8982.759765625,8982.759765625,0,0.03516642504688905
2020-04-30,9000.509765625,9000.509765625,9000.509765625,9000.509765625,0,0.001976007425682935
2020-05-04,8834.1103515625,8834.1103515625,8834.1103515625,8834.1103515625,0,-0.018487776625499275
2020-05-05,8930.6201171875,8930.6201171875,8930.6201171875,8930.6201171875,0,0.010924672862834495
2020-05-06,8984.8603515625,8984.8603515625,8984.8603515625,8984.8603515625,0,0.006073512663539615
2020-05-07,9101.8798828125,9101.8798828125,9101.8798828125,9101.8798828125,0,0.013024079025296231
2020-05-11,9298.919921875,9298.919921875,9298.919921875,9298.919921875,0,0.021648279432315842
2020-05-12,9112.4501953125,9112.4501953125,9112.4501953125,9112.4501953125,0,-0.020052837117550015
2020-05-13,9000.080078125,9000.080078125,9000.080078125,9000.080078125,0,-0.012331493152665352
2020-05-15,9152.6396484375,9152.6396484375,9152.6396484375,9152.6396484375,0,0.01695091254613401
2020-05-18,9331.9296875,9331.9296875,9331.9296875,9331.9296875,0,0.019588888664824333
2020-05-19,9298.5400390625,9298.5400390625,9298.5400390625,9298.5400390625,0,-0.003578000430310202
2020-05-20,9485.01953125,9485.01953125,9485.01953125,9485.01953125,0,0.020054706588788385
2020-05-21,9377.990234375,9377.990234375,9377.990234375,9377.990234375,0,-0.01128403547534862
2020-05-22,9413.990234375,9413.990234375,9413.990234375,9413.990234375,0,0.0038387755905355814
2020-05-26,9389.98046875,9389.98046875,9389.98046875,9389.98046875,0,-0.0025504345157836283
2020-05-27,9442.0498046875,9442.0498046875,9442.0498046875,9442.0498046875,0,0.005545201729735938
2020-05-28,9416.7099609375,9416.7099609375,9416.7099609375,9416.7099609375,0,-0.0026837227375585693
2020-05-29,9555.51953125,9555.51953125,9555.51953125,9555.51953125,0,0.014740771552730347
2020-06-01,9598.8896484375,9598.8896484375,9598.8896484375,9598.8896484375,0,0.004538750305063344
2020-06-02,9657.3095703125,9657.3095703125,9657.3095703125,9657.3095703125,0,0.006086112458278947
2020-06-03,9704.6904296875,9704.6904296875,9704.6904296875,9704.6904296875,0,0.004906217309285976
2020-06-04,9629.66015625,9629.66015625,9629.66015625,9629.66015625,0,-0.007731341249997636
2020-06-05,9824.3896484375,9824.3896484375,9824.3896484375,9824.3896484375,0,0.020221844699380487
2020-06-08,9901.51953125,9901.51953125,9901.51953125,9901.51953125,0,0.007850857465203198
2020-06-09,9967.169921875,9967.169921875,9967.169921875,9967.169921875,0,0.006630334911505553
2020-06-10,10094.259765625,10094.259765625,10094.259765625,10094.259765625,0,0.012750845500393737
2020-06-11,9588.48046875,9588.48046875,9588.48046875,9588.48046875,0,-0.05010563514497435
2020-06-12,9663.76953125,9663.76953125,9663.76953125,9663.76953125,0,0.007852032732962755
2020-06-15,9776.8896484375,9776.8896484375,9776.8896484375,9776.8896484375,0,0.011705589296361119
2020-06-16,9949.3701171875,9949.3701171875,9949.3701171875,9949.3701171875,0,0.01764165035631393
2020-06-17,9982.48046875,9982.48046875,9982.48046875,9982.48046875,0,0.003327884194930242
2020-06-18,10012.0498046875,10012.0498046875,10012.0498046875,10012.0498046875,0,0.00296212309456223
2020-06-19,10008.6396484375,10008.6396484375,10008.6396484375,10008.6396484375,0,-0.0003406052023835482
2020-06-22,10130.330078125,10130.330078125,10130.330078125,10130.330078125,0,0.012158538419004605
2020-06-23,10209.8203125,10209.8203125,10209.8203125,10209.8203125,0,0.007846756597462479
2020-06-24,10002.7001953125,10002.7001953125,10002.7001953125,10002.7001953125,0,-0.02028636262421979
2020-06-25,10101.830078125,10101.830078125,10101.830078125,10101.830078125,0,0.009910312303367252
2020-06-26,9849.3603515625,9849.3603515625,9849.3603515625,9849.3603515625,0,-0.024992474097263906
2020-06-29,9961.16015625,9961.16015625,9961.16015625,9961.16015625,0,0.011350971098317508
2020-06-30,10156.849609375,10156.849609375,10156.849609375,10156.849609375,0,0.019645247145456013
2020-07-01,10279.25,10279.25,10279.25,10279.25,0,0.012051019295591603
2020-07-06,10604.0595703125,10604.0595703125,10604.0595703125,10604.0595703125,0,0.03159856704647712
2020-07-07,10524.009765625,10524.009765625,10524.009765625,10524.009765625,0,-0.007548977272026081
2020-07-08,10666.7001953125,10666.7001953125,10666.7001953125,10666.7001953125,0,0.013558561125016855
2020-07-09,10754.58984375,10754.58984375,10754.58984375,10754.58984375,0,0.008239628641304009
2020-07-10,10836.330078125,10836.330078125,10836.330078125,10836.330078125,0,0.0076004976073078545
2020-07-13,10602.2099609375,10602.2099609375,10602.2099609375,10602.2099609375,0,-0.02160511127841258
2020-07-14,10689.51953125,10689.51953125,10689.51953125,10689.51953125,0,0.008235035019508397
2020-07-15,10701.6796875,10701.6796875,10701.6796875,10701.6796875,0,0.0011375774387660798
2020-07-16,10626.4599609375,10626.4599609375,10626.4599609375,10626.4599609375,0,-0.007028777608655168
2020-07-17,10645.2197265625,10645.2197265625,10645.2197265625,10645.2197265625,0,0.001765382422176387
2020-07-20,10952.080078125,10952.080078125,10952.080078125,10952.080078125,0,0.028826117209850288
2020-07-21,10833.0703125,10833.0703125,10833.0703125,10833.0703125,0,-0.010866407547795665
2020-07-22,10870.75,10870.75,10870.75,10870.75,0,0.0034782094469121283
2020-07-23,10580.58984375,10580.58984375,10580.58984375,10580.58984375,0,-0.026691824966078692
2020-07-24,10483.1298828125,10483.1298828125,10483.1298828125,10483.1298828125,0,-0.009211203002549961
2020-07-27,10674.3798828125,10674.3798828125,10674.3798828125,10674.3798828125,0,0.018243597297555425
2020-07-28,10532.5,10532.5,10532.5,10532.5,0,-0.013291627651452642
2020-07-29,10662.98046875,10662.98046875,10662.98046875,10662.98046875,0,0.01238836636601004
2020-07-30,10715.509765625,10715.509765625,10715.509765625,10715.509765625,0,0.0049263240262840124
2020-07-31,10905.8798828125,10905.8798828125,10905.8798828125,10905.8798828125,0,0.017765847948568947
2020-08-03,11055.080078125,11055.080078125,11055.080078125,11055.080078125,0,0.013680711406663937
2020-08-04,11096.5400390625,11096.5400390625,11096.5400390625,11096.5400390625,0,0.0037503085137788883
2020-08-05,11125.4404296875,11125.4404296875,11125.4404296875,11125.4404296875,0,0.002604450623641563
2020-08-06,11267.080078125,11267.080078125,11267.080078125,11267.080078125,0,0.012731149776286088
2020-08-07,11139.3896484375,11139.3896484375,11139.3896484375,11139.3896484375,0,-0.011333054243167329
2020-08-10,11085.169921875,11085.169921875,11085.169921875,11085.169921875,0,-0.0048673875565620195
2020-08-11,10876.080078125,10876.080078125,10876.080078125,10876.080078125,0,-0.018862123469789216
2020-08-12,11157.7197265625,11157.7197265625,11157.7197265625,11157.7197265625,0,0.025895326847028333
2020-08-13,11178.3701171875,11178.3701171875,11178.3701171875,11178.3701171875,0,0.001850771585151012
2020-08-14,11164.4501953125,11164.4501953125,11164.4501953125,11164.4501953125,0,-0.0012452550532029427
2020-08-17,11288.5703125,11288.5703125,11288.5703125,11288.5703125,0,0.011117441075567891
2020-08-18,11399.0302734375,11399.0302734375,11399.0302734375,11399.0302734375,0,0.009785115198794214
2020-08-19,11318.6396484375,11318.6396484375,11318.6396484375,11318.6396484375,0,-0.007052409114776115
2020-08-20,11477.0498046875,11477.0498046875,11477.0498046875,11477.0498046875,0,0.0139955119316717
2020-08-21,11555.16015625,11555.16015625,11555.16015625,11555.16015625,0,0.006805786582070761
2020-08-24,11626.169921875,11626.169921875,11626.169921875,11626.169921875,0,0.0061452861461719355
2020-08-25,11721.8095703125,11721.8095703125,11721.8095703125,11721.8095703125,0,0.008226238656425577
2020-08-26,11971.9404296875,11971.9404296875,11971.9404296875,11971.9404296875,0,0.02133892876134924
2020-08-27,11926.16015625,11926.16015625,11926.16015625,11926.16015625,0,-0.003823964352844267
2020-08-28,11995.849609375,11995.849609375,11995.849609375,11995.849609375,0,0.005843410805487004
2020-08-31,12110.7001953125,12110.7001953125,12110.7001953125,12110.7001953125,0,0.009574193548387067
2020-09-01,12292.8603515625,12292.8603515625,12292.8603515625,12292.8603515625,0,0.015041257178548983
2020-09-02,12420.5400390625,12420.5400390625,12420.5400390625,12420.5400390625,0,0.010386491333058245
2020-09-03,11771.3701171875,11771.3701171875,11771.3701171875,11771.3701171875,0,-0.052265837059690345
2020-09-04,11622.1298828125,11622.1298828125,11622.1298828125,11622.1298828125,0,-0.012678238207555204
2020-09-09,11395.849609375,11395.849609375,11395.849609375,11395.849609375,0,-0.019469776686297124
2020-09-10,11154.1201171875,11154.1201171875,11154.1201171875,11154.1201171875,0,-0.021212064082403947
2020-09-11,11087.400390625,11087.400390625,11087.400390625,11087.400390625,0,-0.005981621666391268
2020-09-14,11277.759765625,11277.759765625,11277.759765625,11277.759765625,0,0.017168981753464818
2020-09-15,11438.8701171875,11438.8701171875,11438.8701171875,11438.8701171875,0,0.014285669752743813
2020-09-16,11247.599609375,11247.599609375,11247.599609375,11247.599609375,0,-0.016721101459584387
2020-09-17,11080.9501953125,11080.9501953125,11080.9501953125,11080.9501953125,0,-0.01481644260554904
2020-09-18,10936.98046875,10936.98046875,10936.98046875,10936.98046875,0,-0.012992543421357694
2020-09-21,10980.2197265625,10980.2197265625,10980.2197265625,10980.2197265625,0,0.003953491362268302
2020-09-22,11186.3701171875,11186.3701171875,11186.3701171875,11186.3701171875,0,0.01877470540287063
2020-09-24,10896.4697265625,10896.4697265625,10896.4697265625,10896.4697265625,0,-0.02591550141717347
2020-09-25,11151.1298828125,11151.1298828125,11151.1298828125,11151.1298828125,0,0.023370886410046365
2020-09-28,11364.4501953125,11364.4501953125,11364.4501953125,11364.4501953125,0,0.01912992806484981
2020-09-29,11322.9501953125,11322.9501953125,11322.9501953125,11322.9501953125,0,-0.0036517384727611235
2020-09-30,11418.0595703125,11418.0595703125,11418.0595703125,11418.0595703125,0,0.00839969913842542
2020-10-02,11255.6904296875,11255.6904296875,11255.6904296875,11255.6904296875,0,-0.01422037953341626
2020-10-05,11509.0595703125,11509.0595703125,11509.0595703125,11509.0595703125,0,0.022510315311864426
2020-10-06,11291.26953125,11291.26953125,11291.26953125,11291.26953125,0,-0.018923356659330093
2020-10-07,11503.1904296875,11503.1904296875,11503.1904296875,11503.1904296875,0,0.01876856254746051
2020-10-08,11550.9404296875,11550.9404296875,11550.9404296875,11550.9404296875,0,0.004151022300453944
2020-10-09,11725.849609375,11725.849609375,11725.849609375,11725.849609375,0,0.015142418987631467
2020-10-12,12088.1103515625,12088.1103515625,12088.1103515625,12088.1103515625,0,0.0308941999305421
